,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,movie_id
0,JoeytheBrit,Nocturnal Animals review,8/10,8 May 2020,"In Nocturnal Animals, writer and director Tom Ford uses analogy to devastating effect in order to explore the psychological devastation wrought upon a man who has lost the love of the woman he loves. Not only is the pain of the man - whom we only meet in flashback and through his ex-wife's visual interpretation of his latest novel - laid bare in a way that transcends the conventional use of flashback, but Ford also manages to expose the woman's callow thoughtlessness without turning her into the irredeemable villain of the piece. The movie possesses a gorgeous elegance of style and a visceral power throughout - and the payoff is sublime.",Nocturnal Animals,4550098
1,seymourblack-1,Revenge Is A Dish Best Served Twice,9/10,26 June 2018,"An L.A. art gallery owner who's beautiful, affluent and seemingly successful is surprised to find herself miserable, disillusioned and unfulfilled. Intriguingly, about this time, she receives the manuscript of her ex-husband's debut novel and when she reads it and recognises its metaphorical nature, becomes consumed by feelings of guilt, regret and the desire to meet up again with the man who was her first crush.Susan Morrow (Amy Adams) and Edward Sheffield (Jake Gyllenhaal) had fallen in love as students in New York and the idealistic couple later married despite the opposition of Susan's mother who considered Edward to be unsuitable because he lacked the necessary ambition and drive to be a good provider. Susan, at this time, detested her mother's preoccupation with materialism but later in the marriage, became frustrated at Edward's lack of success as a novelist and broke up their relationship because she considered him to be too weak and not a very good writer.Edward's novel is a revenge thriller about a family of three who are driving along a West Texas highway at night when they get terrorized by a gang of vicious thugs, two of whom, kidnap Tony Hastings' (Jake Gyllenhaal) wife Laura (Isla Fisher) and teenage daughter India (Ellie Bamber), while the third gang member takes Tony to a remote spot in the desert where he leaves him stranded. Later, local detective Bobby Andes (Michael Shannon) is assigned to the case and together the two men eventually discover the bodies of Laura and India who had both been raped and murdered. Tony, who is portrayed as a rather weak man, becomes obsessed with the need to wreak vengeance on all the gang members and with Andes' assistance, does so very effectively.As she's reading, Susan reflects on the cruel way in which she ended her first marriage by cheating on Edward and secretly having an abortion when she was carrying his child. She also recalls him saying that ""when you love someone, you work it out. Don't just throw it away. You have to be careful with it. You may never get it again"". In the years since their divorce, she has learned that those words were true and that her choice of opting for materialism over love was misguided. She also recalls him saying, after she'd been denigrating his work, that ""nobody writes about anything but themselves"". This makes his story about a man who was driven to revenge following the loss of the woman and child that he loved even more poignant and moves her to respond positively to his suggestion that they meet up to discuss his book. This reconciliation, however, doesn't materialise in the way that she had expected it might.Based on Austin Wright's 1993 novel ""Tony and Susan"", this absorbing psychological drama is incredibly stylish, well paced and a visual treat. The ways in which the action slips back and forth between different periods of Susan's relationship with Edward and the events described in his novel are also masterfully done so that the coherence of the whole story and its natural momentum are beautifully maintained throughout.The entire production is well acted with Amy Adams and Jake Gyllenhaal faultless in their lead roles and Michael Shannon and Aaron Taylor-Johnson (as the leader of the thugs in Edward's book) providing very strong supporting performances. There's also a wonderful cameo featuring Laura Linney as Susan's mother which makes an incredible impact, especially considering its very short duration.",Nocturnal Animals,4550098
2,thing4m4jig,Nocturnal Animals - an analysis,7/10,3 August 2017,"Hello, dear reader - if by some miraculous coincidence you stumbled upon this review, hidden among others.This will actually be more of an analysis. Two friends had me explain WHAT THIS FILM WAS EVEN ABOUT when they saw I liked it on Facebook. I've also noticed that - as with many art-house movies -- reviews vary from ""A masterpiece!"" to ""This is about NOTHING"". I understand - a lot of films I myself don't get at all or I don't think they deserve the hype. ""Nocturnal Animals"" I get pretty well though, and I can tell you for sure it's not about nothing. So I'll share my thoughts.Spoilers ahead, read after you've watched the film.1. Who is Susan? This movie is best to watch putting yourself in Susan's shoes. You don't have to like her, but you have to understand her. That's especially important when it comes to analyzing Edward's book, since it's obvious that the events from the book that we see on-screen are filtered through her mind. We get drawn into the fictional world when she starts reading and come back whenever she stops.So, who is she? For me Susan is, first and foremost, a person who doesn't fit anywhere.She's pragmatic and cynical, and she knows it. She doesn't like it about herself though; rather she's resigned to accept it. So when as a grad student she bumps into Edward - her brother's childhood friend and her teenage crush -- who infectiously believes she can be more than that, she falls into his arms.One manifestation of what she escapes is the story of her brother. He's gay; their parents have practically disowned him; Susan hates them for it. She tells Edward that her brother once had a crush on him - his reaction: ""I should call him more often"". His different, soft, human approach is what draws her to him.On the other side stands Susan's mother. She's stern and dogmatic but she loves her child. She immediately knows that Susan and Edward aren't right for each other. She warns her daughter that ""We all eventually turn into our mothers"", and that when Susan's organized nature starts showing, she'll hurt Edward.Later it turns out she was right. Edward insists writing is his calling, but he isn't any good. Susan eventually stops believing in him. She needs stabilization. She leaves him for another man, Edward's complete opposite. She aborts Edward's child.But then it turns out she suffocates in her new neat life, too. Her only constant: she doesn't fit. Whomever she's with, she suffers from insomnia (the ""nocturnal animal"", Edward once called her).These are the opposites Susan fluctuates between: chaos and order; Edward's softness and pragmatism that runs in her blood.2. The book. What does Edward say to Susan? However Susan understands the book is indicative of what she thinks Edward wants to communicate with it. So it hints at what happened between them in the past, a lot earlier than the film actually spells it out. Prepare to watch Susan's reactions and then put the puzzles together through her flashbacks.Only after seeing the end do you realize what game Edward was playing all along.He gave the book a title that was their private joke, then dedicated it to Susan. She knew the book was about him -- he'd never stopped ""writing about himself"" when they were together. (That's why she saw Tony as Edward and why Gyllenhaal played both roles).Edward knew Susan felt guilty for what she's done. For a long time after she must have identified Tony's family harassers as the eponymous animals - her counterparts in the book - he kept her uncertain of their intentions. Will they hurt the family? Will they leave them alone? Finally, they killed them, as Susan destroyed her and Edward's relationship and aborted their child. Edward portrayed Tony's grief, letting Susan know: ""Here's what you did to me"". Then he expanded on Ray Marcus -- a mindless psychopath -- sending the message: ""Here's what you are to me now"". Finally, Tony kills Ray and dies himself, which means: ""Writing this killed me, but at least now you're dead too"".Edward's revenge might seem childish. But it shows what power those once-close hold over each other. Edward doesn't have to spell it all out to Susan. She knows she hurt him once and he knows that she knows. He knows that what gives her some peace is the thought that perhaps, with time, he forgave her, or at least understood. He takes that comfort from her.What did Susan do? She left a man she wasn't compatible with. She aborted a baby she didn't want. Whatever your personal opinion of it is doesn't matter; that's not the point. The point is that such things people live with. But Susan now has to live with more than that: the knowledge that she made a person she once loved suffer for the next 20 years. Suffer enough to regret his own softness and humanity (Tony's qualities that made the murder possible). Enough to turn into a man she didn't recognize anymore and to write a book just to make her suffer in turn.3. The ending.I've seen people write THERE IS NO ENDING AT ALL.What happens in the end is this: Edward and Susan arrange for a dinner to discuss the book; she comes and waits; he never appears.It might seem anti-climatic; but if you were in Susan's place, I guarantee you wouldn't say so. She realizes she'll never be absolved; that the worst possible interpretation of Edward's book was the intended one; that this story will soon be published. Maybe become a bestseller. Her past has caught up with her.Thank you for reading and have a great day :)",Nocturnal Animals,4550098
3,wisneskilife,Secretly Philosophical,8/10,26 August 2018,"I think IMDb doesn't give a good synopsis for Nocturnal Animals. So I'm going to give it a shot. A lot of people were disappointed with the ending, but you have to think about it for awhile to realize it's a sort of poetic/philosophical movie. The whole time everyone's telling Edward he's weak and sensitive. So he writes a book for his ex wife. In the book his wife and daughter are murdered by these terrible hooligans and the whole time he's trying to get revenge. He does and then immediately dies. Because of how well the book is written, his ex wife starts getting feelings for him again and reaches out to meet him. He stands her up and it ends. That's the movie. Sounds average. But break it down. The book is him getting stronger; it's not his wife and daughter getting murdered, it's Edward's weakness dying and his ex wife would be the murderers giving him reasons to get stronger. In the book, he spends time mourning and fantasizing about revenge. He finally gets his revenge and accidentally kills himself. How perfect is that? A part of Edward had to die to get over his ex and he wanted her to know. Now she finally wants him again and he's orchestrated this entire book/plan to just stand her up and prove that she's the weak one. Kind of a lot to process and maybe sounds cheesy, but I thought it was a good time.",Nocturnal Animals,4550098
4,neil-476,Clever,8/10,16 May 2018,"Susan, despite her art gallery business, is an unhappy woman in an unhappy second marriage. Then Edward, her first husband, sends her the manuscript of his forthcoming novel - a tale of a family who fall foul of three intimidating young men on a remote Texas highway - and she is soon tied up in the narrative and its parallels with her life.I don't normally have much time for art-house films, and this is clearly an art-house film. But it tells two stories, and tells both of them brilliantly. The events of the novel are delivered as a suspense thriller, and are cross-edited with Susan's story and experience of reading the manuscript. The editing is superb: it is as artistic, in its own way, as the film itself, where sound and image are carefully considered and crafted throughout.The crime thriller aspect is a story we have probably seen before, but we care - as does Susan - about its resolution. I found myself caring less about Susan's own story, the ""real"" story, if you will, although this gradually changed as the parallels between Edward's novel and his marriage to Susan became clearer. And this was not least due to the brilliant stroke of having Jake Gyllenhaal play both Edward and the protagonist of his novel.The performances are first class. Gyllenhaal, in particular, impresses enormously in both roles, and Aaron Taylor-Johnson as chief tough is unrecognisable.It is rare to see a film which is so obviously an art-house film but which also entertains and impresses as a mainstream piece of cinema, but Nocturnal Animals manages it, and I recommend it accordingly.",Nocturnal Animals,4550098
5,classicsoncall,"""...our world is a lot less painful than the real world.""",8/10,23 March 2021,"As the story within a story concept plays out, we learn that Susan Morrow (Amy Adams) relives a former relationship which in her own mind, she ended miserably and with little compassion for her ex-husband. Jake Gyllenhaal portrays the ex, Edward Sheffield, along with a character in the book written by him. The fictional story, titled ""Nocturnal Animals"", progresses along the lines of a Stephen King novel or screenplay, and contains levels of violence that often brings Susan out of her reverie long enough to have her reflect mournfully on her past and the guilt that goes along with it. You come to realize that his novel was Sheffield's form of revenge after his emotions festered over the course of two decades for not only the sudden breakup, but for the callous abortion Susan had that ended her association with him. In a way, the fictional story almost overwhelms the here and now of Susan's recollections because of it's graphic violence and the perversity of the characters that drive the fictional Hastings family off the road and initiate a night filled with terror. The novel's introduction of a dying police detective (Michael Shannon) raises the revenge stakes up a notch for Hastings, in turn symbolizing Edward Sheffield's determination to make Susan Morrow suffer for an unrequited past. The entire picture is very well done, with the transitions between the present, the past and the situations in the book's narrative occurring seamlessly enough that one doesn't get confused if you're paying attention. The only downside if there has to be one, was that gruesome opening with the naked fat ladies, but now that I mention it, you'll probably want to see it for yourself.",Nocturnal Animals,4550098
6,grantss,"Stylish, clever and intriguing film that needs a better ending",7/10,4 October 2017,"Susan Morrow is a successful gallery owner. She is married to businessman Hutton Morrow, who is constantly travelling. She receives a manuscript of a novel, Nocturnal Animals, written by her first husband, Edward Sheffield. The gritty content of the novel strikes a chord with Susan and she starts to remember the times she and Edward had together. While this draws her closer to him, there are unresolved issues between the two.Intriguing movie that operates on two levels. There's the relationship drama involving Susan and Edward and the crime drama in the novel. The novel becomes the story-within-a-story, with, cleverly, Jake Gyllenhaal as the link between the two. Having Amy Adams play Susan and Isla Fisher the lead female character in the dramatisation of the novel is also a masterstroke, due to them looking so alike. (I only realised that it was Isla Fisher once I saw the credits. I had to go back to her scenes to confirm it was her, I was so convinced the character was played by Amy Adams).Unfortunately, the two levels are not created equal. I found myself far more interested in the novel's story than the main story. The novel was unflinchingly gritty and included a good revenge plot and theme. The main story was interesting only for the Susan-Edward backstory, and didn't really progress much, feeling more like wrapping around the novel story, without contributing much itself.There was still heaps of potential for both stories and the movie as a whole though, but the conclusion is a bit of a let-down. The novel ends in strange, contrived-feeling, fashion. The main story and movie ends quite flat. I'm a veteran of many anticlimactic endings, so very little tends to surprise me, but I was genuinely surprised when the closing credits started to roll. I thought ""That can't possibly be it"". But it was.A more profound tying together of the two stories and a punchy ending (to both) and Nocturnal Animals would have been superb.This said, there is still a lot to be admired about the movie. The novel story was done well and was helped by great performances from Michael Shannon and Jake Gyllenhaal. Shannon received a Best Supporting Actor Oscar nomination for his effort. In addition, the Susan-Edward backstory was interesting.",Nocturnal Animals,4550098
7,perica-43151,Nice artsy movie about actions having consequences,10/10,13 October 2019,"This movie is a vast improvement on the book it was based on, it is much more piercing, intelligent and distilled with some brilliant additions. Cinematography is outstanding, movie is atmospheric and highly stylized, reminiscent of the best works of Hitchcock and Kubrick, with great attention to minute details - deliberate style that comes across as natural, but only on second examination is revealed as extremely deep and thoughtful.The movie is concerned with Susan, an upper class woman married into wealth, that has since begun to crumble, who leads an empty life, that is falling apart, as she is unloved and deeply unhappy. She receives a novel, written by her ex-husband, who she cruelly abandoned as he was not able to provide the luxury she now lives in, being a ""weakling"" as a young aspiring writer, in estimation of her overbearing mother. The novel is about some scary rednecks destroying a man's family, after pushing their car off road. It turns out there are clear parallels between the redneck monsters in the story within a story and her actions, driven by her inner selfish monstrosity and cynical and rich mother but with the exact sophistication of an average redneck psychopath. Shattered to the core, after reading the book, she invites her ex to a dinner but is left waiting, and realizes sadly that she is never going to be forgiven, that hell is eternal and that her empty existence now is a karmic payback that she very well deserved for her past shallow choices and selfish crimes.The movie portrays some of the issues that are in fact pretty common, and the movie is partly underappreciated due to not fitting in the woke-hysteria that was just starting to boil at the time of movie release. But objectively, it is one hell of a masterpiece of sophisticated storytelling, that also carries a message about consequences of the wrong choices people make in life.",Nocturnal Animals,4550098
8,kaptenvideo-89875,Living Well's the Best Revenge,9/10,29 January 2017,"That's some terrifying stuff right there! Fashion designer Tom Ford has written and directed his second movie, a multifaceted revenge thriller which is even better than his first, 2009's ""A Single Man"".Both are visually stylish, of course, which is expected from fashion guru, both have interesting premise and good actors, and both have this cold, unsettling atmosphere which tries to keep the viewer at some distance.In short, Ford has managed to take everything good from his solid debut project and bring it to the next level with ""Nocturnal Animals"". It's more lively, gripping, effortlessly cool and deeper. There are two stories, interwined in a way which may make viewers wonder whether it's real or imagined by the character. But it is ambiguous in a best possible way, not trying to f--k with our minds and then leave us hanging.An unhappily married woman (Amy Adams) thinks she wants his first husband (Jake Gyllenhaal) back. And she reads his novel, a violent thriller, which seems like a revenge tale. And then things get more, er, complex.On-screen events are exciting already but Ford the writer turns out surprisingly skillful at making it even varied, without getting stuck or losing steam, or letting us think that we know where all this ends up. He even playfully takes jabs at his main fashion job and the lifestyle and personal sacrifices that come with it. And the whole result really makes you feel something for the characters, unlike many of the thrillers that only manage to arouse the viewer during their best bits.It's not mostly about Adams and Gyllenhaal. There is a number of smaller but important characters and cool performances. We have Michael Shannon, Aaron Taylor-Johnson, Isla Fisher, Armie Hammer, Michael Sheen, Laura Linney.The cast is good enough reason to watch it. Everybody adds something worthwhile to the experience, even Sheen and Fisher and especially Linney who all have rather small roles used to move the story along. Shannon brings his usual magnetic mix of cool and creepy. Gyllenhaal manages to move between having balls and ball-less state without turning unbelievable or too heroic. Taylor-Johnson as the bad guy even got a Golden Globe for his work (the only one for the movie although Tom Ford got nominated for both best movie / drama and adapted screenplay). He really deserves it, he is evil at its most subtle and delicious. Delicious to watch, I mean.But I am especially happy about Amy Adams who is often used in the movies as just a pretty face or supporting woman. In 2016, she has had two strong roles, in a thinking man's sci-fi ""Arrival"", and now this. Her screen time may be limited but she surely makes the most of it, captivatingly playing out both worlds that the character has hiding inside her. I believed her both as a lively young woman and the jaded older one that's missing all the ideals that she had decided to throw away long time ago.Based on a novel by Austin Wright which Ford wanted to adapt into two movies initially, one true to original, the other not so much. I am not sure which way he chose ultimately but what a ride, eh?PS No, I am not giving 9 out of 10 to every movie I watch from now on. The last three have been just some of 2016's best of the best.",Nocturnal Animals,4550098
9,Marwan-Bob,"When you love Movies you have to be careful with them, you might never get 'em again.",8/10,8 February 2017,"So I just Finished Nocturnal Animals and to put as bluntly as possible I absolutely loved it and it might end up being one of my top 10 favorite movie of the year. Well it's basically two movies in one. One half appeals to my lust for grim blood soaked, dark genre fare while the other half plays like an interpersonal glossy drama that's just as compelling. Both feel as if they could hold entire films in their own right and grabbed me till the very end. It's much better if you go in cold so I won't really say much more but if you love a good thriller, crime drama or just good film making in general and it's playing near you please do yourself a favor and let Mr Tom Ford take you on a trip through some movie magic.
                
                    131 out of 204 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Nocturnal Animals,4550098
