,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,movie_id
0,moviewizguy,Not just another Oscar bait movie,9/10,19 October 2016,"Do you know the feeling you get when you go into a film with no expectations at all or thinking it might be decent, and the film turns out to not only be good, but blows you away by how amazing it ends up being? That's LION, and if you've been watching films for several years like me thinking you've seen everything committed to cinema, it's a fantastic feeling to be proved wrong.Let me explain to you exactly what I experienced while watching LION: Almost half of the film is in Hindi, which lends incredible authenticity to the story, not that BS where they have actors in which English is their second language speak English for the sake of sparing the American audience from reading subtitles (I'm looking at you, MEMOIRS OF A GEISHA, and every other Hollywood movie ever made). In fact, the entire first act takes place in India, where about 40 minutes of the film rides on the shoulders of a first time child actor – played by the wonderful Sunny Pawar – and it's one of the best first acts I've seen in years. Think of it like the silent first act of Wall-E; it feels like it can be its own film, yet the filmmakers do a great job connecting the story once Dev Patel comes on screen.On top of that, the filmmaking is impressive. The script is fantastic, the cinematography is lush, the soundtrack complements the film really nicely, and the pacing is on point where it rarely feels like it's dragging, despite the story taking place over the course of 25 years. Every actor in here is also terrific in their roles. As stated earlier, Sunny Pawar makes a compelling lead for the first third of the film. If Oscars were given to kid actors, he would have a damn good chance at winning one. For the last two thirds, Dev Patel more than carries the rest of the film, giving an emotionally naked performance worthy enough to top his role in SLUMDOG MILLIONAIRE. Finally, Rooney Mara, Nicole Kidman, and David Wenham are ace, despite all of them having limited screen time.In a time where diversity is being talked about more in the film industry, LION makes a compelling case for having diversity in storytelling. It's not about a guy meeting his girlfriend's parents for the first time. It's not about a group of friends going in a cabin in the woods. It's not even about a guy/girl struggling with the death of his/her father/mother/son/daughter/dog. No, LION is a personal story unique to South Asians growing up in India, and it's refreshing and easily one of the best films the year has to offer. Don't dismiss this as yet another Oscar bait movie put out by the Weinstein Company – it probably is one. But the film is much more than that. With a distinct vision from director Garth Davis, LION offers an enthralling story that deserves to be seen by everyone.",Lion,3741834
1,TheLittleSongbird,Roars like a near mighty lion,8/10,10 May 2018,"'Lion' showed a lot of promise. There was potential for a very powerful story, had heard a lot of good things about it (as seen from many positive reviews and a high rating here) and there is a lot of talent involved. A lot of my friends had said how much it touched them, as have many reviewers here, and it seemed like my kind of film. Fortunately, 'Lion' was a film that had great potential and mostly lived up to it. Cannot say that for many recent viewings, with a few too many wastes of good concepts and potential (along with wastes of talent, that is a bugbear of mine because it feels like somewhat of a slap of the face) so that there was a film that did not waste it was refreshing and restored a bit of faith. It is a very good film, albeit it was very nearly a great film. That it wasn't the great film all the way through than when it started is something of a shame, but there are so many great qualities all the same. It is an uneven film sure, starting with the negatives. The second half is not as strong as the first half, it is not as compellingly paced and the clarity of storytelling is less good, some of it feeling vague. That is not to say it is unwatchable, it is still touching in spots in a film that is quite the emotional experience. Rooney Mara also came over to me as the cast's weak link. She didn't look very interested and her character felt like a misplaced and underwritten plot device.However, 'Lion's' first half is wonderful. Hugely compelling and very emotional, and what is meant by why the film very nearly was great. The whole film though was poignant, and count me in as another film who has become tougher generally over the year but got through several tissues by the film's end.Throughout, 'Lion' is beautifully filmed and complements the beautiful sceneries very well. Scoring and sound never come over as obvious or intrusive. The script provokes thought, charms and moves. The story is never dull and the emotional impact never feels forced or manipulative.Garth Davis does a very good job directing. Aside from Mara, the cast are very good. Dev Patel's performance here is perhaps the best seen from him personally and David Wenham and Nicole Kidman are similarly excellent. The star here though is Sunny Pawar who is just outstanding, have not seen a child performance this good in a long time, it is perhaps among the best ever. In conclusion, very good and very nearly great. 8/10 Bethany Cox",Lion,3741834
2,ElMaruecan82,Waiting for Guddu...,8/10,26 February 2017,"Whenever I wander in the streets of the Moroccan Medina, I feel at home. There's that strange mixture of various fragrances floating in the air: spices, kebab, frying delicacies (not much different from these appetizing jelabis), sea spray from the fish market, tanned leather from the shoe shop and this whole conglomerate smell outsiders or tourists might feel stinky, but as far as ""my"" senses are concerned, ""there's no place like home"". I didn't pick it, it picked me.And maybe there's something innately circular about life, we're born home, we move close or far from it, and there's the need to get back. I even have a personal theory: that even your children can find a deep ""connection"" with the place you were born in, your home will also feel like home for them. And it is indeed ""A Long Way Home"", the poignant and inspiring story of Saroo Brierley, born in India, lost at the age of five, adopted by an Australian couple and reuniting with his mother and his family twenty-five years later. What else can be said? It's a simple story but it's often in the most plain-looking grounds that you can find the most precious gems.Garth Davis' ""Lion"" is indeed simple in its storytelling; it's linear and straightforward in its clarity. Basically the whole first hour shows poor Saroo looking for his brother Guddu in hostile and overcrowded streets of Calcutta and finding a few moments of relief interrupted by adults, and in the huge lottery of karma, some can look extremely friendly and have sinister motives. But good fate sides with little Saroo and one lucky encounter leading to another, a couple of Australian tourist discovers the 'wanted notice' published in a newspaper and they instantly fall in love with the kid and adopt him. Saroo is then taught English and good manners.Then, something interesting happens: while I expected some resistance, he actually tries to fit in his new family as if he's aware that there's something really providential in that couple of good-hearted people from Tasmania, played by Nicole Kidman and David Brienham. The one twist that spoils the family harmony is the adoption of a mentally troubled and self-harming Indian boy named Mantosh one year later. ""Lion"" manages to say a lot without words, from the reaction of Sunny Pawar, who does a fine, subtle, acting job, I could feel that he didn't welcome this arrival with much enthusiasm but wouldn't display jealousy out of love for his new mom.And the way he grew up was in line with the character. Dev Patel finally makes his entrance as a brilliant young man in his mid-twenties, ready to embrace studies in hotel management, he's also a nice guy like you seldom see in movies, no tortured soul, no rebel, no wimp either and respectful toward his parents. Seeing Patel again made me regret how harshly I judged ""Slumdog Millionnaire"" but I never commented his acting but a script that took a rather simplistic turn near the end. So, I was glad to see Patel again, playing another guy trying to find a loved one through a ""modern device"" but I hoped Davis wouldn't derail the film from its beautiful simplicity.And I had a good scare when his soon-to-be girlfriend, played by Rooney Mara, started improvising a little dance on the streets as it almost felt like there would be some Bollywood number, but it was just her twisted way to seduce him, and it worked well, to some degree. Personally, she struck me as a too cold and sophisticated girl, I didn't buy that a guy so warm and ""sunny"" like Saroo would fall in love with a younger version of Kristin Scott Thomas. Even the love scenes made me wonder if Mara wasn't still under the influence of her previous romance in ""Carol"". Never mind, the center of the movie were Patel and Kidman and as soon as Patel has this delicate 'Proust Madeleine' moment, the story takes off and with the miracle of ""Google Earth"", Saroo tries to find the way back home.The film tries to inject some 'suspense' in that powerful journey but that wasn't necessary, I think they could have just compressed the 'research' within the last weeks before Saroo's departure and avoided these little 'pending' moments, only to focus on the relationship with his adoptive mother and some emotional insights about the heights of generosity some hearts can reach. There were many heartfelt statements about adoption that could have enriched the story but the girlfriend allowed Saroo to explain his existential crisis to the audience without never really existing on her own, I didn't care for her anyway. The tormented brother could have made a more interesting foil for Saroo and would have provided a fine back-story paralleling Saroo's experience.While ""Lion"" isn't flawless, it's a movie whose emotional power relied on the ending, and when Saroo was getting closer to his home, I could find my own heart beating, that's for the empathy and that was the price to pay, to earn that teary explosion of happiness and a few emotionally rewarding revelations, concluding one of the few 2016 movies of universal appeal. Indeed, If there ever was one statement to sum up the general appeal of movies, or stories regardless of their narrative medium, I would quote the late Roger Ebert who said ""The more specific a film is, the more universal, because the more it understands individual characters, the more it applies to everyone"".Truer words have never been spoken indeed. Garth Davis' ""Lion"" might have an Australian-Indian protagonist but anyone can relate to him, from India, Iceland, Jamaica, Morocco or any part of the world.",Lion,3741834
3,joshbarton15,Such a powerful film!,10/10,14 December 2016,"Missing child cases are ones that really do send a shiver down the spine, the uncertainty of the child's whereabouts or whether in fact they are actually still alive being the major worries. You can't possibly understand the effect it must have on a family. In Garth Davis' Lion, we see the effects of such a case on the child rather than the family left behind. Saroo (Sunny Pawar) is a five-year-old child living in a remote Indian village with his mother, brother and sister. Spending his days helping his brother steal coal from trains, Saroo joins his brother for a job one night but finds himself lost and on a train to Calcutta, nearly two-thousand kilometres from his home village.Surviving many challenges and meeting various faces, Saroo is eventually adopted by an Australian couple, John and Sue Brierley (David Wenham and Nicole Kidman). Twenty-five years later, Saroo (Dev Patel) decides to track his lost family down.I must start by saying that I absolutely loved Lion, a film that deals with such a traumatising true story in such a delicate manner. Garth Davis splits the film into two halves, the first focusing on Saroo as a five-year-old lost in such a densely populated city and the second looking at Saroo as a grown man, so far away from the life he left years before. It is quite tough to watch at times, particularly some scenes of a young Saroo trying to survive on the streets of Calcutta however, Davis' film builds to a truly beautiful conclusion that left me emotionally destroyed.I think the fact that this is a true story played a massive part in the conclusion having such an impact on me. Davis plays it out brilliantly and the inclusion of real life footage in the end credits, along with startling facts about how many children go missing in India, just added more power to the already powerful film.Lion doesn't just get its power from the story but from the tremendous performances also. I have always liked Dev Patel as an actor but this is the first time I've watched him give such a powerhouse of a performance as a grown up Saroo struggling to cope with tracking down his lost family. From here, Patel could really go places, starting with awards recognition in the early new year.Sunny Pawar deserves a special mention for his performance as a young Saroo, lost and alone in such a unfamiliar place. It's always a risk to have such a large portion of the film led by such a young actor but it's ultimately one that pays off greatly in Lion. There's also fine support on offer from Rooney Mara, Nicole Kidman and David Wenham, ensuring the quality runs right throughout the film.Lion is a film that I urge you to go and see because a film like this needs the coverage and its subject matter is something people need to be made more aware of.",Lion,3741834
4,brankovranjkovic,Grown Lions Will Cry,9/10,21 January 2017,"This film is an emotional true story set in the mid 1980's, based on the novel ""A long way home"". Staring Sonny Pawar as a 5 year old boy ""Saroo"" from a destitute Indian village. He and his older brother scratch a living selling stolen coal, their mother is a labourer, their lives are extremely tough. One evening the boys are out looking for work, but they're separated and Saroo falls asleep on a decommissioned train, the train travels without stopping. 2 days later he's 1200 miles from home. The first part of the film follows young Saroo as he tries to survive his new life on the streets.An orphanage rescue him from begging, scrounging, and living rough. He's adopted by an Australian couple, his new life couldn't be more of a contrast to his original poverty.The scene jumps 20 years forwards to almost present day, the adult Saroo is now played by Dev Patel, his ambition is to work in hotel management. While studying he learns about a new technology, 'Google Earth', which he uses to view satellite images. Although looking for his village isn't easy and needs extensive searching for obvious landmarks since he has no idea where in the country he's from.The first half of the film is all set in India and is fabulous in every way - 10/10. The second half is mainly set in Tasmania but loses some atmosphere (IMO).Stay for the end credits to understand why the film is called ""Lion"" and also see some photographs of the real people highlighted in the film.Highly recommended tear-jerker.",Lion,3741834
5,CineMuseFilms,"An immensely satisfying cinematic experience: visually stunning, narratively powerful, and an emotional whirlwind. Best Aussie film of the year.",9/10,22 December 2016,"If film-art is the pursuit of visual pleasure, powerful storytelling and high emotional impact, then Lion (2016) is the year's high-water mark for Australian productions. Based on the novel A Long Way Home (2014), this film adaptation is a richly textured essay on the primal human need for belonging that will resonate with anyone who has ever wondered who they are.This true story is told in two parts and filmed across two continents. Five year-old Saroo is a ragamuffin sidekick to his older brother Guddo, two poor boys who support their family by stealing coal and scavenging trains in their West Bengal village. They become separated one night and Saroo finds himself alone on a train heading to the other side of India. He he joins hordes of homeless children who must fend off predators while begging to survive. Eventually he is placed in a crowded orphanage, then adopted by two big-hearted and childless Tasmanians, Sue (Nicole Kidman) and John (David Wenham). Twenty years on, Saroo (Dev Patel) begins to have memory flashbacks of his native land. As they increase in intensity, he becomes obsessed with finding his family. With some luck and Google maps, the story comes full circle.There is so much that makes this film stand out. The storytelling is more than engaging: it is so captivating that the two-hour run-time feels like an hour. Acting performances are outstanding: Nicole Kidman is at her best while the five year-old Saroo (Sunny Pawar) is the heart of the film and Dev Patel its soul. The cinematography is brilliant, especially the filming in India. The camera-work is both expansive and intimate, shifting often from sweeping aerial panoramas of mountainous Indian countryside and tranquil Tasmanian waterways to narrow winding alleys, village markets, and the inner-world of Saroo's turmoil. Some of the most powerful scenes are shot from the eye-level of a terrified lost boy jostled by masses of humanity and the close-ups of Saroo's painful face desperate to know home. The colour palette is exotic, sound track emotionally intense, and the directing finds a rhythm that is almost orchestral.This film offers an immensely satisfying cinematic experience: visually stunning, narratively powerful, and an emotional whirlwind. It comes at the end of a very mixed year for Australian film, with some of the world's finest produced but many that are less than inspiring. Lion is one of those films that will appeal to everyone and it has a very long after-taste. It easily tops my film year.",Lion,3741834
6,Sleepin_Dragon,"A fabulous movie based on reality, not a comic.....",9/10,11 February 2018,"I see myself as quite tough, but Lion had me in tears, but engaged and totally captivated. One of the best films I've seen in a while, certainly one of the most powerful. Bad I know, but I can't watch a film with subtitles, it's a fault, but there you go, i fiddle with my phone or tablet etc, but the story was such that I didn't take my eyes off it. Young Sunny Pawar was simply sensational, and let's be honest stole the film from a hugely experienced cast, the young man was incredible.How on Earth could someone not enjoy this film, it's a true story, reality! The heartbreaking story of a young boy's desperation to discover his roots. I thought Dev Patel did a magnificent job in playing Saroo in later life, what a terrific actor he is. Superb performances all round, Kidman as always exceptional.This must be the first film to show the internet as a force for good, and that's a positive surely :-)",Lion,3741834
7,classicsoncall,"""Did you really look for my Mum?""",8/10,11 May 2017,"As tragic as is the fate of the young boy Saroo (Sunny Pawar) at the beginning of the story, I was struck by the magnitude of missing children annually in India noted at the end of the film - eighty thousand! One wonders how that could even be possible. The scene that really got me was when Saroo asked Mrs. Sood the question in my summary line above. It was as if he knew that no one really tried, though in a country of over a billion people and being almost a thousand miles from home, the odds approximated the proverbial needle in a haystack.You'll need to keep the Kleenex handy while watching the story. More than once the viewer is instinctively called on to reflect on what one's own reaction might be under similar circumstances. The story does a remarkable job in showing how two individuals subjected to the same outcome under similar conditions respond to their upbringing. The adult Mantosh (Divian Ladwa) remained embittered and unable to deal with a loss the viewer is not privy to during the course of the story.Reflecting on the real life Brierley's, one gets a sense of how special they were to forego having their own children in order to save two youngsters from a stressful life. The scene of the Brierley's meeting Saroo's mother Kamla is another one of those moments that tug at the heart, and if it was so touching to see on screen, imagine how it must have been for the real life 'Sheru' to witness his two families meeting for the first time.",Lion,3741834
8,SnoopyStyle,harrowing first half,7/10,16 July 2017,"It's 1986. Saroo and his brother Guddu steal coal from passing trains. Their mother is an illiterate laborer. The family scraps by in rural India. Guddu leaves Saroo sleeping at the train station for night work. Saroo wakes up and stumbles into an empty train. He find himself trapped as the train travels 1600 miles to Calcutta. He is alone in the city and unable to speak the local dialect. He escapes the scary streets and gets taken to a Dickensian orphanage. He is adopted by Sue (Nicole Kidman) and John Brierley (David Wenham) from Tasmania. Twenty years later, he moves to Melbourne to study hotel management and starts a relationship with Lucy (Rooney Mara). Friends suggest using Google Earth to pinpoint his lost home town.The first half with young Saroo is a harrowing journey. The nightmarish streets are closer to the horror genre. It's a very compelling story. The kid is undeniable. Once he leaves for Australia, the story slows down. There are some compelling aspects but it falters when compared to the first half. That imbalance leaves the movie wanting. Maybe it's possible to add more flashbacks into the second half.",Lion,3741834
9,maenloca,The story of my life..,10/10,10 February 2019,"It's the story of my life. I was born in Bangalore in 1983 and I was adopted by an Italian family when I was almost two years old. My father told me that the nuns found me on the street, and they took me to an orphanage in Solur. My father made a very difficult journey to come and get me and we stayed a month in India before returning to Italy. unfortunately I do not remember anything of that world and for me it will be very difficult to understand where I was born but one day I will come back. I have to go back
This film change my life..
                
                    546 out of 568 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Lion,3741834
