,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,movie_id
0,nathanmanson,Absolutely hilarious,8/10,10 December 2020,"Ryan gosling had me in tears at times, even Russell Crowe had me laughing. It was hilarious with a good story. I didn't really know what to expect when putting this on because I've never even heard of it, but I'm so glad I found it. Was just a solid film all round, I have absolutely zero complaints or anything negative to say about it.
                
                    133 out of 152 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Nice Guys,3799694
1,henrycoles9,Ryan Gosling as a ragdoll,9/10,4 February 2020,"This was an ecstatics spectacle. Ryan Gosling just keeps falling off and tumbling and walking out unscathed in search of the truth. And the beautiful vibe of 1970s Los Angeles is brought it to perfection.
                
                    118 out of 139 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Nice Guys,3799694
2,bob-the-movie-man,A raucous buddy comedy and stuff.,8/10,27 May 2016,"I'm sure this film is going to divide audiences, in the same way that ""Kingsman"" did.It's 1977 Los Angeles. Star Wars has premiered. Disco is in full swing. And porn star Misty Mountains has just died (spectacularly). It's pretty disturbing then that dodgy licensed private investigator Holland March (Ryan Gosling) has been hired two days later to find Misty by the slightly kooky Mrs Glenn (Lois Smith, the equally kooky doctor in ""Minority Report"") who saw her through the windows of Misty's home. Never one to turn down a pay check, Holland takes the case and the trail leads him to search for a missing girl called Amelia (Margaret Qualley). This leads him right into the substantial fists of the 'heavy for hire' Jackson Healey (Russell Crowe), who's been hired by Amelia NOT to be found. But it's clear that Amelia is at the centre of a tornado of intrigue, since her mother Judith (Kim Basinger) is head of the Justice department and there are some heavies from New York and Detroit looking for Amelia too.As the film's tag-line admits ""The Nice Guys"" are ""far from nice"", and this is a sort of bromance buddy movie of the likes of ""Lethal Weapon"". (And that comparison is 100% valid since - and I honestly discovered this after I wrote that - director Shane Black (""Iron Man 3"") got into cinema by writing the screenplay for the original ""Lethal Weapon"" back in 1987). But ""The Nice Guys"" has an edge that those films of the 80's couldn't have got away with. Subtle it ain't. There is a lot of violence, a bit of 70's porn and some fruity language that sensitive viewers may find offensive. (All in all, it's a bit of a surprise that it got away with a '15' certificate in the UK).But it's also insanely funny at times. Some of the sight gags are laugh out loud material (and I don't tend to act on that often in a packed cinema). You might recall in ""Diamond's Are Forever"" that a Vegas hood tosses Plenty O' Toole out of Bond's hotel window. ""Good Shot"" quips Bond. ""I didn't know there was a pool down there"" responds the hoodlum. The basics of this scene are given a fresh and wonderfully gory rework that is truly memorable.Gosling and Crowe have great chemistry together (although the degree of acting required by Crowe is debatable: he looks and acts like he seems to in most media interviews!) Some of their dialogue appears distinctly ad-libbed, which shows how comfortable they were with the roles. And Matt Bomer and Beau Knapp make memorably crazed villains. A role that unfortunately does irritate is Qualley's: the character of Amelia is supposed to be a bit crazed, but her speaking part is 120% off the scale.The acting star of the show though is young Australian Angourie Rice as Holland's morally-centred and bright daughter Holly, who steals just about every scene she's in. A young lady to watch for the future.1970's LA is nicely realised, with nice little subliminal drop-in shots: a Jaws 2 poster; Tower Records; the original Hollywood Tower Hotel. And the film naturally attracts some banging' 70's tunes to the soundtrack, with Al Green peerless over the closing titles.But it's not perfect. The plot is quite impenetrable (I'm still unclear exactly what the relationship between Misty and Amelia was). And Black's screenplay (written with Anthony Bagarozzi) over-eggs the pudding of the final showdown scene. But while it won't be to everyone's tastes, I thought it was a blast from beginning to end: a guilty pleasure of bad taste that begs for a sequel. I would go to see the Gosling/Crowe show again. One of the most entertaining films of the year so far.Please visit http://bob-the-movie-man.com to see the graphical version of this review and provide feedback on your views. (Thanks).",The Nice Guys,3799694
3,lasttimeisaw,wackily retro and refreshingly nihilistic,7/10,16 November 2016,"Shane Black's third feature film, after his tent-pole stint in IRON MAN 3 (2013), THE NICE GUYS returns to his home turf L.A. as in his palatable debut KISS KISS BANG BANG (2005). A retro-70s odd-pair comedy couples a stone-faced heavy Jackson Healy (Crowe, sizably ballooned in his physique, whether intentionally or otherwise) and a goofy private eye Holland March (Gosling), who are set to look for a runaway girl Amelia Kutner (Qualley), but soon discover several deaths happened to those who are connected to a porno movie made by Amelia, in defiance of her mother Judith (Basinger), a honcho in the United States Department of Justice.Black is conversant with the genre ropes, apportions much physical endeavor to Healy, socking low-lives, close-range combating with pro assassins, and leaves the brain work to an ostensibly lackadaisical March, a single father perennially tailed with a premature teenage daughter Holly (Rice), who feistily teams with the duo in their children-improper outings (including a licentious party thrown by an AV producer), and coolly transforms into a dauntless heroine in the process of solving this desultory mystery. Yes, the plot is half-heartedly baked, there is no need of audience to connect the dots, a timely cue always routinely pops up to keep the story rolling, no matter how far-fetched it seems (a cash- delivery mission is interleaved in a slapdash flurry without rounding off its suspicious corners), and an crucial character can be conveniently dispatched right after beans having been spilt, just because her mission is completed, or maybe because she is a gorgeous, idealistic fruitcake, doesn't deserve a happy break?However, what brings home to viewers is Black's deft execution of a roller-coaster ride (almost) without brakes, under a minutely reconstructed milieu and location faithful to the ethos. Black pranks routine action shticks with unexpected but absolutely droll twists, e.g. the duo's put-on- an-impassive-face retreat in an elevator when body count is mounting thanks to a then- disembodied hit-man Johnny Boy (Bomer, in a thankless uglified villain mold), peppered with wry Nixon jokes and wacky dream scenes; he also invigorates bravado with cracking gallows humor, for instance. when they are held at gunpoint by a vixen Tally (DaCosta), like father, like daughter, Holly can be madcap on some odd occasion.The Gosling-Crowe interplay stimulates pleasurable chemistry and rapport under Black's devil- may-care rein, especially Gosling, seems to have an inherent knack at comic timing, and the newcomer Angourie Rice, skillfully straddles both pockets of precociousness and greenness, altogether they form a unique two-dads-one-daughter triad (without a palpable gay context). For nostalgist, THE NICE GUYS also marks a L.A. CONFIDENTIAL (1997) reunion of Crowe and Basinger (who is another Botox victim borne out of the insecurity of aging) almost two decades later, Crowe can still lead a picture with his rotund but still agile figure, while Basinger can barely find a decent role to boost her waning career. The film doesn't fare well in the box office front, which might hinder the prospect of a sequel so to speak, maybe the 70s milieu is chiefly appealing for the reminiscent and cinephile, lesser to today's Millennials core audience, also justice doesn't fully prevail in the end, and an almost nihilistic overtone doesn't enhance its popularity either.",The Nice Guys,3799694
4,Lewis_Heather787,One of the most surprising films in years!,9/10,2 September 2016,"For a start i can't believe that I missed this film in the cinema and am I now regretting that decision considering how unbelievably good this film is. The main reason for me to take a look at this film months after it had been in cinemas is the two main leads, Russell Crowe and Ryan Gosling. Both of which are amazing actors and are just fantastic in there respective roles in the film, they play of one another in the film so well it really shows that both actors genuinely get on with each other. As for other actors they are all great however there is one who in my opinion rises above even Crowe and Gosling and that is the character of Holly March played by Angourie Rice. She is brilliant in every scene she is in whether it be insulting her father or giving advice for a con, this actress has great potential to go on a do great things. Turning our attention away from the cast and to the story and director, both roles which where filled by Shane Black. Once again this very talented director has hit it out of the park, the script is absolutely brilliant and there is never a dull moment in this film. Whether it be the banter between Holland and his daughter or to Jackson the lines that the actors deliver are amazing and perfectly timed, especially Hollands random quotes about Adolf Hitler. As well as the script that Shane Black helped to write the directing in this film is simply unique and brilliantly stylised, it probably really helped Black to write and direct this film. I would like to mention that ""people"" these days say Hollywood isn't making original films anymore and that only franchise films will be made. However a film like The Nice Guys is original and was made and unfortunately from what the box office results are know body bothered to go and see it, I know I'm guilty of that as well. This really makes me sad and it is also sad for this film because it 100% deserves a sequel but will probably never get it. There are some films around that have conned their way to multiple sequels without any of them being any good...divergent..cough.....Finally I would like to say that this film in my opinion is the best of 2016 so far, this film is such a surprise you will not be disappointed if you see it.",The Nice Guys,3799694
5,kosmasp,Not so nice,9/10,25 January 2017,"But very good if you are into this kind of stuff. So this is not Kiss Kiss Bang Bang or Last Boy Scout, but it is a new movie by Shane Black, which is a reason to get excited about. If you like weird dialog and situations comedy that he seems to be able to write spot on, then you are in the right place.Russel Crowe and Ryan Gosling hit the nails on their heads. Deadpan or outright funny, completely insane to just weird. One thing this is not: Predictable or tame. You only have to decide if this is your kind of movie. If your taste and the movies do either collide or are in the same ballpark. If the latter is the case, do watch it and you'll get something unique and really good. One of the Highlights of 2016 for sure
                
                    58 out of 82 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Nice Guys,3799694
6,PyroSikTh,A Laugh Out Loud Comedy,8/10,7 June 2016,"The Nice Guys is pretty much a buddy cop comedy, except instead of cops, they're a private investigator and a contract tough guy who find themselves both looking for the same girl, who's gotten herself wrapped up in political and pornographic intrigue. While there are a number of action sequences, The Nice Guys is focused more on delivering humour and jokes based around a couple of reasonably well-developed characters and a mystery that's a little absurd and off- the-wall.The comedy on offer here is quality stuff. The Nice Guys isn't just the latest Apatow or Rogen production that seems to just recycle jokes from other movies. Many of the jokes are well- thought out and some of them are actually clever. There's also a number of more slapstick moments, but none of them come as hammy, including the sight of Ryan Gosling fumbling with his gun and cigarette while sat in a cubicle. The comedy can be a little dark at times though, so if you like lighter laughs, The Nice Guys probably isn't your kind of movie. On that note, I was quite surprised at the amount of violence, gore, and nudity in play. Thankfully it's only gratuitous when it needs to be (which in this movie basically means for comedic effect). People do die, sometimes gruesomely, and there are a lot of boobs and constant talk of sex and pornography, sometimes from kids. Again if these kinds of things offend your soft heart, avoid The Nice Guys.Talking of kids in this movie, one of the earliest lines refers to how kids these days know too much and act too grown up. This is a subtle theme of the entire movie. The line in question refers to a thirteen year old girl who chats up a guy three times her age for some weed, and another scene has a kid on a bike talking about his big dick, but more prominently is Angourie Rice who plays Holly, the PI's daughter, and shows a massive amount of maturity in every scene, often showing up her father in smarts. I would love to see a sequel set a number of years ahead where we follow a grown up Holly continuing her father's work.The father himself, Holland March, is Ryan Gosling on top form. Most of the roles I'd seen him play were super serious ones, and his mumbling, tortured personas, while fantastic, started to grate. Here he is completely different. He's a silly, fumbling idiot a lot of the time, and provides the most laughs. His sense of comedy timing is perfect, and his slapstick antics are flat-out hilarious. That's not to mean that he plays the fool. In a lesser actors hands, that's exactly how March's character would have come across, but Gosling manages to balance all the over-the-top comedy with something a bit more grounded. While he shows a lot of signs of idiocy, he also shows some intelligence that helps us believe his role as a father and detective. Unfortunately I can't level the same praise on Russell Crowe who I can't decide whether he phoned it in for the paycheck, or tried too hard. When it comes to comedy, Crowe is Gosling's opposite; almost entirely unfunny, even when his lines do a lot of the legwork for him. He's not a complete failure, but he looks awkward and uncomfortable more times than he doesn't. Margaret Qualley as the missing girl is also a bit of a swing and a miss. Her hysteric lunacy comes off more as a hormonal teenager shouting things she doesn't really mean, than a girl who believes fully in her claims and is determined for the world to know what she does. Thankfully there's Keith David, Matt Bomer, and Beau Knapp who more than make up for her in the supporting side of things.I never really laugh out loud when I'm by myself, especially in the cinema, but The Nice Guys had me chuckling heartily with alarming frequency. It's not a perfect movie, not even a perfect comedy, but it's right up there amongst the best comedies, for certain. I found it hilarious, and that's all that really mattered. I give it a solid 8/10 and would recommend.",The Nice Guys,3799694
7,zetes,"A tad disappointing given the fantastic trailers (which spoiled the film a little), but still a lot of fun",8/10,28 May 2016,"'70s detective movie starring Ryan Gosling and Russell Crowe, directed by Kiss Kiss Bang Bang's Shane Black. It is a ton of fun. There's definitely something missing that I'm not quite able to put my finger on - it really feels like it should be an all-time classic, but ends up falling short. There's some weaknesses in the script, like Black isn't quite able to make his themes work entirely. It has so much great stuff in it, though. The two leads are ace, both giving near-career best performances. Angourie Rice is also excellent as Gosling's teenage daughter. They do fail to establish a great antagonist, though bad guys Matt Bomer, Keith David and Beau Knapp are all memorable. Others who will remain nameless aren't as good. The film is very funny, thankfully, with Crowe and Gosling bouncing off each other nicely. It is true most of the best bits were given away in the film's two trailers. If you haven't seen them, you might enjoy this even more than I did. I'd definitely recommend it either way.
                
                    76 out of 126 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Nice Guys,3799694
8,Holland_March,Gosling and Crowe star in one of the most underrated and hilarious,10/10,18 June 2020,"The Nice Guys is an absolutely fantastic film from beginning to end! Every scene in the movie has at least 3 jokes that will make you belly laugh, and the action is well shot and choreographed. Additionally, Angourie Rice is also great in this flick, as she puts on one of the best performances any child actor has. Did I mention how funny the jokes are? The villains are great as well, even if they are extremely intentionally cliché making them so much better! That aside, the film provides the audience with a genuinely well thought out and well executed mystery. All in all, is this film fantastic? Yes. Is it funny? Absolutely. Should you watch it? DEFINATLY.
                
                    60 out of 75 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Nice Guys,3799694
9,SnoopyStyle,fun action crime drama,8/10,18 April 2017,"It's 1977 Los Angeles. Porn actress Misty Mountains crashes into a house and dies. Mrs. Glenn is certain that her niece is alive and hires private investigator Holland March (Ryan Gosling) who starts tracking Amelia. Amelia hires professional muscle Jackson Healy (Russell Crowe) to stop her stalker. Jackson breaks Holland's arm assuming resolution to the case. Then, two other thugs break into his place. He partners with Holland and his sassy daughter Holly to save Amelia. In the process, they discover a labyrinthine conspiracy involving a porn movie.This is lots of fun. Shane Black takes us on a wild, irreverent ride. The cherry on top is the connection between Gosling and Crowe. They have great chemistry. Gosling is comically broad without being too broad. The little girl is fun, too. Shane knows this genre and is able to twist it in interesting ways. The story is engaging enough to follow and this is simply fun.
                
                    15 out of 22 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Nice Guys,3799694
