,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,movie_id
0,darkreignn,I went to see this instead of watching fireworks... big mistake,2/10,4 July 2016,"I don't like fireworks. Never did. I didn't want to waste my time watching them, so instead I decided to go and see ""Independence Day: Resurgence."" I've never regretted a decision more in my life.Wow. You ever sit in a class room, and while the teacher is talking you just kind of zone out, and then about ten minutes later you jump back to reality and realize you're supposed to be paying attention? This happened to me multiple times during this movie. There were points where I actually forgot I was watching a film, and I'm not joking.The tag line is ""We had twenty years to prepare. So did they."" But did they? Because after watching this movie I really couldn't tell. In fact, the aliens seemed weaker. Sure, they had a few force fields, a few clever bait and switches, but is that really all they came up with after twenty years? No wonder no one in the movie seemed afraid of them. People actually seemed pretty calm, even though the aliens wiped out London and China immediately after entering the Earth's atmosphere, just by flying over them. But that doesn't seem to bother anyone. The Earth is going to end in a few minutes? Didn't seem to matter to anybody in this film, because no one showed any emotion, and anger, any sadness, any grief, any hysteria, or any fear relating to this, and because of this, there was no sense of tension or fear for the viewer either. And this throws the tone off, also. I understand that these movies are supposed to be guilty pleasure fun, but at least have the tone be a little darker and a little more serious. This film was so lighthearted that it was actually off-putting.This movie never really felt like it got started either. I mean, you get your giant CGI explosion fest when the alien ship first enters the Earth's atmosphere, with cities literally being torn out of the ground, but then the action never gets any bigger or better than that. My jaw literally dropped while watching the destruction during this scene, and I was ready for the action to intensify and grow. But it didn't. It got slower. They put the climax in the first 45 minutes of the movie, and then just spend the rest of the running time focusing on the falling action.The action was also incoherent, with a million things happening on the screen at one time. It was hard to follow and looked very generic, and while it wasn't necessarily boring, it wasn't exciting in the slightest. And the CGI wasn't even that good either; there were points where watching this movie was like watching gameplay of an off-brand science fiction video game that was released in the middle of winter to appeal to the parents of small children who have no idea that the game they're buying is a cheap knockoff of a triple A title.And speaking of CGI, the universe that was built in the film didn't seem believable at all. I didn't see an improved and more protected Earth that used futuristic alien technology to their advantage. I saw a paint bucket of CGI vomit thrown on the screen, with Roland Emmerich stuffing it down our throats while saying ""Believe it! This is reality!""I should've watched the fireworks instead.",Independence Day: Resurgence,1628841
1,timdalton007,"Rolland, Dean: You Had 20 Years To Prepare...",3/10,3 July 2016,"Twenty years ago, the summer blockbuster movie season was changed forever. Independence Day's tale of human perseverance in the face of an overwhelming alien invasion became one of the highest grossing films of the 1990s thanks to a combination of memorable characters and iconic special effect sequences. It was also a film that felt quite standalone with a definite beginning, middle and end to it. Yet Rolland Emmerich and Dean Devlin (who scripted it as well as respectively directing and producing it) came back for more. Moving forward two decades in time, the film promised to build on the first by showing a rebuilt world taking on the threat of renewed invasion. Needless to say, expectations were high. Did it live up to them?The short answer: not at all.Independence Day: Resurgence often feels like it's simply re- treading over old ground, only on a much bigger scale. Many of the iconic moments of the first film are done here from shots of the lunar surface, aerial battles, infiltrating an alien space ship, the destruction of landmarks and much more. Even the film's big threat is really just a much larger version of the ships from the first film (this time an even more improbable 3,000 miles in diameter). Or take the ending when combines the ending of the original film with the duo's first project post ID4. Though the film finds the occasions where it subverts those moments (such as with the original film's most iconic scene), Emmerich and Devlin don't seem to have brought much new to the table here.What they bring instead is the attitude that ""bigger is better"". From the rebuilt cities we glimpse in the opening moments to the over-sized alien ship, all the film can seem to do is take what came before and give it to us again on a larger scale. Yet despite the two decades that have passed and all the apparent advances in special effects, those featured here are less impressive and less convincing than their 1996 counterparts. Whereas the first film relied on the physical as well as CGI, this film seems to make almost extensive use of CGI throughout including with the aliens themselves. Gone is the sense of reality and physicality that made the first film's effects so effective, replaced by a kind of CGI blandness that could make this film fit in with any other number of would-be disaster epics that came in the wake of the original film. It's as if Emmerich and Devlin forgot what made their earlier work so memorable.That extends to much of the rest of the film as well. Whereas the original film was populated by memorable characters with witty dialogue, this film lacks that completely. We're given a handful of characters from the original film twenty years on, primarily in the form of Jeff Goldblum's David Levinson as well as Bill Pullman's former President Whitmore and Brent Spiner as Doctor Okun, plus cameos from others who really don't add much of anything to the film (most especially Vivica A. Fox) though none of them feel like their anything but caricatures of their original selves. The new cast of characters are scarcely memorable from the recast roles of Dylan Hill and Patricia Whitmore (played by Jessie Usher and Maika Monroe) to Liam Hemsworth's pilot Jake to Sela Ward's President Lanford and William Fichtner's General Adams, all of whom are written so bland that no actor in the world could have found a way to make them more memorable. Like Emmerich's White House Down three years ago, he managed to put an impressive cast into an otherwise unmemorable film.Indeed, the word ""unmemorable"" describes the end result of Independence Day: Resurgence. Despite its pedigree, the return of both the original filmmakers and some members of its original cast, not to mention twenty years of advances in special effects technology the end result is a film that isn't half as good or half as memorable as the original. Instead it's a bland piece of work, filled with what should be eye-catching special effects that instead remind of us of just how much better the original film was.All of which leads me to ask a question. Rolland, Dean: you had twenty years to prepare. Was this really the best you could come up with?",Independence Day: Resurgence,1628841
2,majoreasy,Alien tech means logic is no longer needed...,1/10,22 June 2016,"How stupid do the script writers think the viewing audience is?If the movie were made for four year olds, it would be an insult to their intelligence....Great first 10 minutes or so then we are expected to leave logic and believability behind...Making no sense doesn't seem to bother the director and producers...The sphere can set up a planet to teach all other civilizations how to defend against the bad aliens...and it's credentials for doing so? Their planet got wiped out by said aliens and even the lower intelligence earthlings, using replicated, imitated weapons ripped from the bad aliens can shoot it down over the moon...yeah...great teachers they'll be...The Queen can survive a fusion bomb blast but her shield falls under minor weapon fires...The Queen can control all the alien ships but yeah, let the two hero's craft shoot at her for fun before taking over control...And having all her fighters surround her...I guess to offer her protection...but they just kept flying round and round like an amusement park ride when the two rogue fighters decide to attack her...An ex president's daughter who no longer flies can just commandeer a fighter...to fly alongside her father, who couldn't walk properly in the beginning of the film but can still fly a new age jet...all the air forces around the world obviously overdoing their pilot screening a tad...The list goes on and on...I can't be bothered to write them all down or I might be writing an entire new script or story line...I want my time and money back...as well as compensation for ruining my fond memory of the first film...",Independence Day: Resurgence,1628841
3,dvc5159,You're gonna need a bigger movie,4/10,21 June 2016,"I recently re-watched the first film and was surprised at how robust its shelf life is. Again, it is undeniably cheesy and jingoistic, but done suitably well, I can have a ball with any material. In ""Independence Day: Resurgence"", set and finally released 20 years after the events of the first film, the aliens get medieval on us with an even bigger mothership.There's a lot of heroics here by many a character who do their equal part to stop this new alien menace, having already made a stuffed calzone of the Earth's crust comprising from London all the way to Singapore. There's also a refreshingly silly undertone which sets it apart from the grim and serious blockbusters of today, and with added Jeff Goldblum and Judd Hirsch who return as the Levinsons, and ""Star Trek"" alumnus Brent Spiner as the eccentric Dr. Okun, Emmerich and his co-writers, including returning scribe Dean Devlin, certainly did not skimp out on the comic silliness.Unfortunately, that is where the similarities end. The sins of sequelitis has been bestowed upon this sequel to his 1996 smash hit, and Emmerich is to blame, either for his laziness to phone it in out of frustration to fulfill the fans; or bucking in to studio demand to condense the film into a mere 2 hours. Sure, lots of things happen in the film, including stuff and cities going kablooey in high style, and high-tech aerial dogfights to give ""Star Wars"" a run for its money. Even Liam Hemsworth as the new hero Jake Morrison did not annoy me as much as I expected, though Hemsworth is still a far cry from Will Smith's ""Elvis has left the building!"" persona.However, as slick as the modern CGI is, giving a sleeker look to the tech shown in the original film, it never quite gels together as a cohesive film - no momentum, no suspense, no catharsis when it does end. Bill Pullman's returning ex-President Thomas Whitmore is utterly wasted, as per his daughter Patricia (Maika Monroe, not doing her rep from ""It Follows"" any favours). It is not their fault; I feel that there is a lot of footage Emmerich was forced to excise by the Fox bigwigs to get more butts into cinema seats. Perhaps an extra half- hour of more cataclysmic destruction and character motives, but I may be asking for a bit too much at this point.Things are very rushed indeed, with no payoff even when there's lots of characters doing their fair share to save the day. Goldblum and Hirsch, however, are still naturals, and they steal every scene they're in, and lift the movie up from near tediousness. Nevertheless, the special effects are fantastic, and are most certainly worth the price of admission alone.It's kind of sad. This new one promotes global equality, with a female U.S. President (Sela Ward) celebrating world peace, and with everyone from across the globe giving it their all to kick E.T.'s ass. The action is fine and dandy without any of those annoying shaky-cam and quick-cut edits. And yet, the film suffers from awkward pacing, rushed dynamics, and especially a lack of cities exploding into fireballs. It even has sequel-teasing in the laziest manner possible in its final moments.To quote Marvin the Martian, ""Where's the kaboom? There's supposed to be an Earth-Shattering Kaboom!""",Independence Day: Resurgence,1628841
4,henrik-thuesen-275-355055,"I'm sorry, but this movie is complete garbage!",3/10,4 July 2016,"I was looking very much forward to it, since I'm a fan of the original (nostalgia based). 15 minutes into the movie I just knew it was going to be bad.Made by the same director that made the movie 2012, it has the same terrible drama and completely transparent storyline. I'm not even sure if there even is a storyline to this movie.The worst part, aside from all the crying scenes based upon long distance relationships, unresolved father issues and what not, was in fact that the aliens are more primitive than us.You would think that a race with such insane technology have evolved beyond petty and shortsighted impulse driven emotions. It's when you realize that the Queen of the aliens suddenly gets a personal vendetta against a yellow school bus while fighter planes are bombarding her, that the manuscript was written in half an hour in a coffee shop.I really went into this with open eyes and was completely set for loving it, but no. The movie is just pure garbage. I'm sorry...",Independence Day: Resurgence,1628841
5,pmpodhorzer,Don't go to watch this at the cinema,1/10,23 June 2016,"It has two good CGI scenes, which you can watch at home some months from now. The rest is garbage. The movie was cut in pieces that do not make any sense. But the complete edition is probably not better. It is BORING, and eminently stupid. Characters explain to the audience the basic plot five minutes after exposition time. It is an indictment of what film executives think about people. It is terrible. This movie needs to bomb, it needs to crash, it must be the point where the madness of the vapid blockbuster ends. Watch again any episode of ""Game of Thrones"" instead. Again, I repeat this point: it is not even fun in a dumb way. It treats you as a very slow person. You can feel the people responsible for this laughing at you. Make it stop. Don't go to the cinema.
                
                    517 out of 685 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Independence Day: Resurgence,1628841
6,ken558,"Poorly Scripted, Senseless Plotting, Badly Dated, Cookie-Cutter Characterizations",4/10,23 June 2016,"If this sequel had appeared in 1997 or 98, it would have been averagely interesting. But in the past twenty years hence, the audience has had the delight to savor so many other much more superior movies of its genre (which were ironically spawned by the first Independence Day's success) - something which the direction of this movie did not bother to account for, hence we are in for a very badly dated why-bother sci-fi flick. The original was passably good for its time, and this sequel is but almost a poor spoof of itself.Everything from the plot to the mundane cheesy dialogue, un-laughable jokes, and empty characters, and OK-ish CGI  all cookie-cutter mishmash from other passé movies. Situations make no sense, neither do the illogical reaction of the characters, including our supposedly 'super-intelligent' big mother-monster chasing after a school bus for no real reason apart from the fact its there, like a playful kitten after a spot of light on the floor. And of course the 'saviour' alienship with all its bombastic intellect and scientific pizazz comes right up face-on to be blown to smithereens without doing the obvious thing of announcing the altruistic reason for its presence  when apparently it does speak English at that too! Anyway, so so so many nonsensical senseless situations here, don't even bother to care two hoots after a while.None of the characters nor actors have any lasting impression nor charisma  and the two 'romantic' couples . totally plastic with inert chemistry. I can almost hear Jeff Goldblum whispering to Judd Hirsch, ""Geez, this movie is just so bad we need to wind-up our exaggerated gestures and jaw-drops to save it!"" The original TV Star Trek would be more interesting.",Independence Day: Resurgence,1628841
7,claudio_carvalho,"Lame Story, Silly Characters, Ridiculous Dialogues, Great CGI",5/10,6 August 2016,"The 1996 ""Independence Day"" is a funny and entertaining film of alien invasion despite the silly melodramatic subplots. But every fan of sci-fi genre certainly watched this movie. The 2016 sequel raised great expectations in the fans. But it should have never been made. The story of an alien arrival to destroy the planet twenty years after the unsuccessful invasion is lame. The characters are silly and the dialogues and situations are ridiculous. Eleven guys writing the story and screenplay probably for morons so stupid most of the situations and jokes are. In the end, only the great CGI is worthwhile watching; the rest may be forgotten. My vote is five.Title (Brazil): ""Independence Day: O Ressurgimento"" (""Independence Day: Resurgence"")
                
                    25 out of 37 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Independence Day: Resurgence,1628841
8,lukalele,A piece of trash that cost $165 million...,1/10,3 July 2016,"Independence Day, which first came out 20 years ago, has a venerable position as one of film's most enjoyable 'guilty pleasure' movies. Yes, it's cheesy. Yes, it's ridiculous. But damn, it looked good and was buckets of fun back then and still is. It didn't need a sequel, but I was surprised to hear when one was in production and was mildly excited at the thought.I didn't expect much, we've moved past being wowed by fantastic CGI (indeed, people seem to appreciate much more the practical effects which are put to good use in certain films and TV shows these days), but I thought it'd be great to tune out and watch an even bigger ship and even more aliens again attempt to take out an extremely patriotic and stoic human race.By the time I left, I didn't know whether to laugh, cry, feel anger, hate, one thing I did feel was ripped off... gone is the charm and appreciable cheesiness of the first film, what we have as a replacement are characters you can't possibly like, let alone root for, inane and predictable self-sacrificial acts that fell flat and generated no emotion whatsoever, scene after scene of horrible one-liners mixed with 'it was great working with you' exchanges of dialogue from the indestructible arrogant young army types and attempts at humour in the face of millions of human deaths, by-the-book disaster film rivalries that turn into friendships which also ended up turning my stomach, boring plot lines that resurfaced again and again which slowed down the pace of the main conflict, are immediately forgettable, add nothing to the story and went nowhere, an alien race whose entire existence is based on militaristic invasion with 20 years to prepare continuously showing their glaring ineptitude at said invasion rather than having humans fight back against insurmountable odds like the first film, a cheap-looking CGI alien queen with a shield that survives a nuclear blast yet can't take a few shots from an aircraft based on the technology from her own race who'd rather chase a busload of kids than shoot down said aircraft firing at her, a coma patient who wakes up after 20 years and can immediately make jokes and walk around with no sign of muscle atrophy whatsoever, a disabled, insane war veteran who can still perfectly fly a jet based on alien technology...I could go on, needless to say if you see this, be expecting every disaster movie trope and cliché with none of the charm and likable humour of the first film, and just try and enjoy the above-average special effects. Aside from that, there's really nothing else there.",Independence Day: Resurgence,1628841
9,Prismark10,They're back,6/10,12 May 2017,"The trouble with Independence Day: Resurgence is that the sequel was released after 20 years from the original film and really there was no need for it.Minus Will Smith we have another alien threat 20 years later and earth is a different place after harnessing the alien technology they encountered.From the first film we have Jeff Goldblum, Bill Pullman, Judd Hirsch, Brent Spiner and Vivica Fox. I found Spiner's character irritating in the first film and here he is some kind of wacky Doc Brown character used mainly for comic relief.Of the new cast Liam Hemsworth, Maika Monroe, Jesse T Usher are bland compared to say veterans like William Fichtner.However despite a not very original plot and also some not very good CGI, I found the film cheesy fun and we get destruction of landmarks, mayhem and plenty of stupidity. At least we do not get Apple Macs interfacing with alien technology.",Independence Day: Resurgence,1628841
